,Company Name,Country,Launcher,Shuttle,Rocket,Status Rocket,Year,Month,Status Mission
281,CASC,China,Long March 11," Jilin-1 07, 08 & Others",5.3,StatusActive,2018,1,Success
282,JAXA,Japan,Epsilon PBS, ASNARO 2,39.0,StatusActive,2018,1,Success
283,CASC,China,Long March 2D, LKW-3,29.75,StatusActive,2018,1,Success
284,ULA,USA,"Delta IV Medium+ (5,2)", NROL-47,,StatusRetired,2018,1,Success
285,ISRO,India,PSLV-XL, Cartosat-2F & Rideshares,31.0,StatusActive,2018,1,Success
286,CASC,China,Long March 3B/YZ-1, BeiDou-3 M7 & M8,,StatusActive,2018,1,Success
287,CASC,China,Long March 2D, SuperView 03 & 04,29.75,StatusActive,2018,1,Success
288,SpaceX,USA,Falcon 9 Block 4, Zuma,62.0,StatusRetired,2018,1,Success
289,Land Launch,Kazakhstan,Zenit-3 SLBF, AngoSat-1,,StatusActive,2017,12,Success
290,CASC,China,Long March 2C," Yaogan-30 G, H & I",30.8,StatusActive,2017,12,Success
291,CASC,China,Long March 2D, LKW-2,29.75,StatusActive,2017,12,Success
292,SpaceX,USA,Falcon 9 Block 3, Iridium-4,62.0,StatusRetired,2017,12,Success
293,MHI,Japan,H-IIA 202, GCOM-C & SLATS,90.0,StatusActive,2017,12,Success
294,Roscosmos,Kazakhstan,Soyuz FG, Soyuz MS-07 (53S),,StatusRetired,2017,12,Success
295,Blue Origin,USA,New Shepard, NS-7,,StatusActive,2017,12,Success
296,SpaceX,USA,Falcon 9 Block 3, CRS-13,62.0,StatusRetired,2017,12,Success
297,Arianespace,France,Ariane 5 ES, Galileo FOC FM15-FM18,,StatusRetired,2017,12,Success
298,CASC,China,Long March 3B/E, Alcomsat-1,29.15,StatusActive,2017,12,Success
299,CASC,China,Long March 2D, LKW-1,29.75,StatusActive,2017,12,Success
300,VKS RF,Russian Federation,Soyuz 2.1b, Cosmos 2524,35.0,StatusActive,2017,12,Success
301,Roscosmos,Russian Federation,Soyuz 2.1b/Fregat-M, Meteor-M No.2-1 & Rideshares,,StatusActive,2017,11,Failure
302,CASC,China,Long March 2C," Yaogan-30 D, E, & F",30.8,StatusActive,2017,11,Success
303,CASC,China,Long March 6," Jilin-1 Video 04, 05 & 06",,StatusActive,2017,11,Success
304,ULA,USA,Delta II 7920-10C, JPSS-1,,StatusRetired,2017,11,Success
305,CASC,China,Long March 4C, Fengyun 3D,64.68,StatusActive,2017,11,Success
306,Northrop,USA,Antares 230, CRS OA-8E,85.0,StatusRetired,2017,11,Success
307,Arianespace,France,Vega, Mohammed VI-A,37.0,StatusActive,2017,11,Success
308,CASC,China,Long March 3B/YZ-1, BeiDou-3 M1 & M2,,StatusActive,2017,11,Success
309,Northrop,USA,Minotaur C (Taurus), SkySat & Flock-3m,45.0,StatusActive,2017,10,Success
310,SpaceX,USA,Falcon 9 Block 4, Koreasat 5A,62.0,StatusRetired,2017,10,Success
311,ULA,USA,Atlas V 421, NROL-52,123.0,StatusActive,2017,10,Success
312,Roscosmos,Kazakhstan,Soyuz 2.1a, Progress MS-07 (68P),48.5,StatusActive,2017,10,Success
313,Eurockot,Russian Federation,Rokot/Briz KM, Sentinel-5P,41.8,StatusRetired,2017,10,Success
314,SpaceX,USA,Falcon 9 Block 3, SES-11 / EchoStar 105,62.0,StatusRetired,2017,10,Success
315,MHI,Japan,H-IIA 202, QZS-4,90.0,StatusActive,2017,10,Success
316,SpaceX,USA,Falcon 9 Block 4, Iridium-3,62.0,StatusRetired,2017,10,Success
317,CASC,China,Long March 2D, VRSS-2,29.75,StatusActive,2017,10,Success
318,Arianespace,France,Ariane 5 ECA," Intelsat 37e, BSAT-4a",200.0,StatusActive,2017,9,Success
319,CASC,China,Long March 2C," Yaogan-30 A, B & C",30.8,StatusActive,2017,9,Success
320,VKS RF,Kazakhstan,Proton-M/Briz-M, AsiaSat 9,65.0,StatusActive,2017,9,Success
321,ULA,USA,Atlas V 541, NROL-42,145.0,StatusActive,2017,9,Success
322,ILS,Kazakhstan,Proton-M/Briz-M, Amazonas 5,65.0,StatusActive,2017,9,Success
323,SpaceX,USA,Falcon 9 Block 4, OTV-5,62.0,StatusRetired,2017,9,Success
324,ISRO,India,PSLV-XL, IRNSS-1H,31.0,StatusActive,2017,8,Failure
325,Northrop,USA,Minotaur IV, ORS-5,46.0,StatusActive,2017,8,Success
326,SpaceX,USA,Falcon 9 Block 3, Formosat-5,62.0,StatusRetired,2017,8,Success
327,VKS RF,Russian Federation,Soyuz 2.1b/Fregat-M, GLONASS-M No.52S,,StatusActive,2017,8,Success
328,MHI,Japan,H-IIA 204, QZS-3,,StatusActive,2017,8,Success
329,ULA,USA,Atlas V 401, TDRS-M (TDRS-13),109.0,StatusActive,2017,8,Success
330,VKS RF,Kazakhstan,Proton-M/Briz-M, Blagovest-11L,65.0,StatusActive,2017,8,Success
331,SpaceX,USA,Falcon 9 Block 4, CRS-12,62.0,StatusRetired,2017,8,Success
332,Roscosmos,Kazakhstan,Soyuz FG, Soyuz MS-06 (52S),,StatusRetired,2017,8,Success
333,Arianespace,France,Vega, OPSAT 3000 & VEN†æS,37.0,StatusActive,2017,8,Success
334,Roscosmos,Kazakhstan,Soyuz FG, Soyuz MS-05 (51S),,StatusRetired,2017,7,Success
335,ISA,Iran,Simorgh, Test Flight,,StatusActive,2017,7,Failure
336,Roscosmos,Kazakhstan,Soyuz 2.1a/Fregat, Kanopus-V IK & Rideshares,48.5,StatusActive,2017,7,Partial Failure
337,SpaceX,USA,Falcon 9 Block 3, Intelsat 35e,62.0,StatusRetired,2017,7,Success
338,CASC,China,Long March 5, Shijian-18,,StatusActive,2017,7,Failure
339,Arianespace,France,Ariane 5 ECA," Hellas Sat 3-Inmarsat S EAN, GSAT-17",200.0,StatusActive,2017,6,Success
340,SpaceX,USA,Falcon 9 Block 3, Iridium-2,62.0,StatusRetired,2017,6,Success
341,SpaceX,USA,Falcon 9 Block 3, BulgariaSat-1,62.0,StatusRetired,2017,6,Success
342,VKS RF,Russian Federation,Soyuz 2.1v/Volga," Cosmos 2519, 2521 and 2523",,StatusActive,2017,6,Success
343,ISRO,India,PSLV-XL, Cartosat-2E & Rideshares,31.0,StatusActive,2017,6,Success
344,CASC,China,Long March 3B/E, ChinaSat 9A,29.15,StatusActive,2017,6,Partial Failure
345,CASC,China,Long March 4B, HXMT & Others,64.68,StatusActive,2017,6,Success
346,Roscosmos,Kazakhstan,Soyuz 2.1a, Progress MS-06 (67P),48.5,StatusActive,2017,6,Success
347,ILS,Kazakhstan,Proton-M/Briz-M, Echostar 21,65.0,StatusActive,2017,6,Success
348,ISRO,India,GSLV Mk III, GSAT-19,62.0,StatusActive,2017,6,Success
349,SpaceX,USA,Falcon 9 Block 3, CRS-11,62.0,StatusRetired,2017,6,Success
350,Arianespace,France,Ariane 5 ECA," ViaSat 2, Eutelsat 172B",200.0,StatusActive,2017,6,Success
351,MHI,Japan,H-IIA 202, QZS-2,90.0,StatusActive,2017,6,Success
352,VKS RF,Russian Federation,Soyuz 2.1b/Fregat-M, EKS-2,,StatusActive,2017,5,Success
353,Rocket Lab,New Zealand,Electron, It's a Test,7.5,StatusActive,2017,5,Failure
354,Arianespace,France,Soyuz ST-A/Fregat-M, SES-15,,StatusActive,2017,5,Success
355,SpaceX,USA,Falcon 9 Block 3, Inmarsat-5 F4,62.0,StatusRetired,2017,5,Success
356,ISRO,India,GSLV Mk II, GSAT-9,47.0,StatusActive,2017,5,Success
357,Arianespace,France,Ariane 5 ECA," Koreasat 7, SGDC-1",200.0,StatusActive,2017,5,Success
358,SpaceX,USA,Falcon 9 Block 3, NROL-76,62.0,StatusRetired,2017,5,Success
359,CASC,China,Long March 7/YZ-1A, Tianzhou 1,,StatusActive,2017,4,Success
360,Roscosmos,Kazakhstan,Soyuz FG, Soyuz MS-04 (50S),,StatusRetired,2017,4,Success
361,ULA,USA,Atlas V 401, CRS OA-7,109.0,StatusActive,2017,4,Success
362,CASC,China,Long March 3B/E, Shijian 13,29.15,StatusActive,2017,4,Success
363,SpaceX,USA,Falcon 9 Block 3, SES-10,62.0,StatusRetired,2017,3,Success
364,ULA,USA,"Delta IV Medium+ (5,4)", WGS-9,,StatusRetired,2017,3,Success
365,MHI,Japan,H-IIA 202, IGS-Radar 5,90.0,StatusActive,2017,3,Success
366,SpaceX,USA,Falcon 9 Block 3, Echostar 23,62.0,StatusRetired,2017,3,Success
367,Arianespace,France,Vega, Sentinel 2B,37.0,StatusActive,2017,3,Success
368,CASIC,China,Kaituozhe 2, Tiankun-1,,StatusActive,2017,3,Success
369,ULA,USA,Atlas V 401, NROL-79,109.0,StatusActive,2017,3,Success
370,Roscosmos,Kazakhstan,Soyuz U, Progress MS-05 (66P),,StatusRetired,2017,2,Success
371,SpaceX,USA,Falcon 9 Block 3, CRS-10,62.0,StatusRetired,2017,2,Success
372,ISRO,India,PSLV-XL, Cartosat-2D & Rideshares,31.0,StatusActive,2017,2,Success
373,Arianespace,France,Ariane 5 ECA, Intelsat 32e/SkyBrasil-1 & Telkom-3S,200.0,StatusActive,2017,2,Success
374,Arianespace,France,Soyuz ST-B/Fregat-MT, Hispasat AG1,,StatusActive,2017,1,Success
375,MHI,Japan,H-IIA 204, DSN-2,,StatusActive,2017,1,Success
376,ULA,USA,Atlas V 401, SBIRS GEO-3,109.0,StatusActive,2017,1,Success
377,JAXA,Japan,SS-520, TRICOM-1,,StatusActive,2017,1,Failure
378,SpaceX,USA,Falcon 9 Block 3, Iridium-1,62.0,StatusRetired,2017,1,Success
379,ExPace,China,Kuaizhou 1A," Jilin-1 03, Caton-1 & Xingyun Shiyan 1",,StatusActive,2017,1,Success
380,CASC,China,Long March 3B/E, TJS 2,29.15,StatusActive,2017,1,Success
381,CASC,China,Long March 2D," SuperView-1 1, 2 & Bayi Kepu 1",29.75,StatusActive,2016,12,Partial Failure
382,Arianespace,France,Ariane 5 ECA," Star One D1, JCSAT-15",200.0,StatusActive,2016,12,Success
383,CASC,China,Long March 2D," TanSat & Spark 1, 2",29.75,StatusActive,2016,12,Success
384,JAXA,Japan,Epsilon, ERG,,StatusActive,2016,12,Success
385,ULA,USA,Atlas V 431, EchoStar 19,130.0,StatusActive,2016,12,Success
386,Northrop,USA,Pegasus XL, CYGNSS,40.0,StatusActive,2016,12,Success
387,CASC,China,Long March 3B/E, Fengyun 4A,29.15,StatusActive,2016,12,Success
388,MHI,Japan,H-IIB, HTV-6,112.5,StatusRetired,2016,12,Success
389,ULA,USA,"Delta IV Medium+ (5,4)", WGS-8,,StatusRetired,2016,12,Success
390,ISRO,India,PSLV-XL, Resourcesat-2A,31.0,StatusActive,2016,12,Success
391,Arianespace,France,Vega, G??kt??rk-1A,37.0,StatusActive,2016,12,Success
392,Roscosmos,Kazakhstan,Soyuz U, Progress MS-04,,StatusRetired,2016,12,Failure
393,CASC,China,Long March 3C/E, Tianlian I-04,,StatusActive,2016,11,Success
394,ULA,USA,Atlas V 541, GOES-R (GOES-16),145.0,StatusActive,2016,11,Success
395,Roscosmos,Kazakhstan,Soyuz FG, Soyuz MS-03,,StatusRetired,2016,11,Success
396,Arianespace,France,Ariane 5 ES, Galileo FOC FM7/FM12-FM14,,StatusRetired,2016,11,Success
397,CASC,China,Long March 2D, Yunhai-1,29.75,StatusActive,2016,11,Success
398,ULA,USA,Atlas V 401, WorldView-4,109.0,StatusActive,2016,11,Success
399,CASC,China,Long March 11," XPNAV 1, Xiaoxiang 1 & Others",5.3,StatusActive,2016,11,Success
400,CASC,China,Long March 5/YZ-2, Shijian-17,,StatusActive,2016,11,Success
401,MHI,Japan,H-IIA 202, Himawari 9,90.0,StatusActive,2016,11,Success
402,Roscosmos,Kazakhstan,Soyuz FG, Soyuz MS-02,,StatusRetired,2016,10,Success
403,Northrop,USA,Antares 230, CRS OA-5,85.0,StatusRetired,2016,10,Success
404,CASC,China,Long March 2F/G, Shenzhou 11,,StatusActive,2016,10,Success
405,Blue Origin,USA,New Shepard, NS-6 (Inflight Escape Test),,StatusActive,2016,10,Success
406,Arianespace,France,Ariane 5 ECA," Sky Muster II, GSAT-18",200.0,StatusActive,2016,10,Success
407,ISRO,India,PSLV-G, ScatSat-1 & Rideshares,25.0,StatusRetired,2016,9,Success
408,Arianespace,France,Vega, PeruSat-1 and SkySats 4-7,37.0,StatusActive,2016,9,Success
409,CASC,China,Long March 2F/T, Tiangong-2,,StatusActive,2016,9,Success
410,IAI,Israel,Shavit-2, Ofek-11,,StatusActive,2016,9,Success
411,ULA,USA,Atlas V 411, OSIRIS-REx,115.0,StatusActive,2016,9,Success
412,ISRO,India,GSLV Mk II, INSAT-3DR,47.0,StatusActive,2016,9,Success
413,SpaceX,USA,Falcon 9 Block 3, AMOS-6,62.0,StatusRetired,2016,9,Prelaunch Failure
414,CASC,China,Long March 4C, Gaofen-10,64.68,StatusActive,2016,8,Failure
415,Arianespace,France,Ariane 5 ECA," Intelsat 33e, Intelsat 36",200.0,StatusActive,2016,8,Success
416,ULA,USA,"Delta IV Medium+ (4,2)", AFSPC-6,164.0,StatusRetired,2016,8,Success
417,CASC,China,Long March 2D," QUESS, Lixing-1, & 3CAT 2",29.75,StatusActive,2016,8,Success
418,SpaceX,USA,Falcon 9 Block 3, JCSAT-16,62.0,StatusRetired,2016,8,Success
419,CASC,China,Long March 4C, Gaofen-3,64.68,StatusActive,2016,8,Success
420,CASC,China,Long March 3B/E, Tiantong-1 01,29.15,StatusActive,2016,8,Success
421,ULA,USA,Atlas V 421, NROL-61,123.0,StatusActive,2016,7,Success
422,SpaceX,USA,Falcon 9 Block 3, CRS-9,62.0,StatusRetired,2016,7,Success
423,Roscosmos,Kazakhstan,Soyuz U, Progress MS-03,,StatusRetired,2016,7,Success
424,Roscosmos,Kazakhstan,Soyuz FG, Soyuz MS-01,,StatusRetired,2016,7,Success
425,CASC,China,Long March 4B, Shijian 16-02,64.68,StatusActive,2016,6,Success
426,CASC,China,Long March 7/YZ-1A, Demo Flight,,StatusActive,2016,6,Success
427,ULA,USA,Atlas V 551, MUOS-5,153.0,StatusActive,2016,6,Success
428,ISRO,India,PSLV-XL, Cartosat-2C & Rideshares,31.0,StatusActive,2016,6,Success
429,Blue Origin,USA,New Shepard, NS-5,,StatusActive,2016,6,Success
430,Arianespace,France,Ariane 5 ECA," EchoStar 18, BRISat",200.0,StatusActive,2016,6,Success
431,SpaceX,USA,Falcon 9 Block 3, ABS-2A & Eutelsat 117 West B,62.0,StatusRetired,2016,6,Success
432,CASC,China,Long March 3C/E, BeiDou-2 G7,,StatusActive,2016,6,Success
433,ULA,USA,Delta IV Heavy, NROL-37,350.0,StatusActive,2016,6,Success
434,ILS,Kazakhstan,Proton-M/Briz-M, Intelsat 31 / DLA-2,65.0,StatusActive,2016,6,Success
435,VKS RF,Russian Federation,Rokot/Briz KM, Cosmos 2517,41.8,StatusRetired,2016,6,Success
436,CASC,China,Long March 4B," Ziyuan III-02 & ??uSat-1, 2",64.68,StatusActive,2016,5,Success
437,VKS RF,Russian Federation,Soyuz 2.1b/Fregat, GLONASS-M No.51S,48.5,StatusActive,2016,5,Success
438,SpaceX,USA,Falcon 9 Block 3, Thaicom 8,62.0,StatusRetired,2016,5,Success
439,Arianespace,France,Soyuz ST-B/Fregat-MT, Galileo FOC FM10/FM11,,StatusActive,2016,5,Success
440,CASC,China,Long March 2D, Yaogan 30,29.75,StatusActive,2016,5,Success
441,SpaceX,USA,Falcon 9 Block 3, JCSAT-14,62.0,StatusRetired,2016,5,Success
442,ISRO,India,PSLV-XL, IRNSS-1G,31.0,StatusActive,2016,4,Success
443,Roscosmos,Russian Federation,Soyuz 2.1a/Volga," Mikhailo Lomonosov, Aist-2D, & SamSat 218",,StatusActive,2016,4,Success
444,Arianespace,France,Soyuz ST-A/Fregat-M," Sentinel 1B, MICROSCOPE & Others",,StatusActive,2016,4,Success
445,SpaceX,USA,Falcon 9 Block 3, CRS-8,62.0,StatusRetired,2016,4,Success
446,CASC,China,Long March 2D, Shijian-10,29.75,StatusActive,2016,4,Success
447,Blue Origin,USA,New Shepard, NS-4,,StatusActive,2016,4,Success
448,Roscosmos,Kazakhstan,Soyuz 2.1a, Progress MS-02,48.5,StatusActive,2016,3,Success
449,CASC,China,Long March 3A, BeiDou IGSO-6,69.7,StatusActive,2016,3,Success
450,VKS RF,Russian Federation,Soyuz 2.1a, Bars-M 2L,48.5,StatusActive,2016,3,Success
451,ULA,USA,Atlas V 401, CRS OA-6,109.0,StatusActive,2016,3,Success
452,Roscosmos,Kazakhstan,Soyuz FG, Soyuz TMA-20M,,StatusRetired,2016,3,Success
453,Roscosmos,Kazakhstan,Proton-M/Briz-M, ExoMars Trace Gas Orbiter & Schiaparelli EDM,65.0,StatusActive,2016,3,Success
454,Roscosmos,Kazakhstan,Soyuz 2.1b, Resurs-P No.3,35.0,StatusActive,2016,3,Success
455,ISRO,India,PSLV-XL, IRNSS-1F,31.0,StatusActive,2016,3,Success
456,Arianespace,France,Ariane 5 ECA, Eutelsat 65 West A,200.0,StatusActive,2016,3,Success
457,SpaceX,USA,Falcon 9 Block 3, SES-9,62.0,StatusRetired,2016,3,Success
458,MHI,Japan,H-IIA 202," Astro H, Horyu 4 & Kinshachi 2 and 3",90.0,StatusActive,2016,2,Success
459,Eurockot,Russian Federation,Rokot/Briz KM, Sentinel-3A,41.8,StatusRetired,2016,2,Success
460,ULA,USA,"Delta IV Medium+ (5,2)", NROL-45,,StatusRetired,2016,2,Success
461,KCST,North Korea,Unha-3, Kwangmyngsng-4,,StatusActive,2016,2,Success
462,VKS RF,Russian Federation,Soyuz 2.1b/Fregat, GLONASS-M No.50S,48.5,StatusActive,2016,2,Success
463,ULA,USA,Atlas V 401, GPS IIF-12,109.0,StatusActive,2016,2,Success
464,CASC,China,Long March 3C/YZ-1, BeiDou M3-S,,StatusActive,2016,2,Success
465,ILS,Kazakhstan,Proton-M/Briz-M, Eutelsat 9B,65.0,StatusActive,2016,1,Success
466,Arianespace,France,Ariane 5 ECA, Intelsat 29e,200.0,StatusActive,2016,1,Success
467,Blue Origin,USA,New Shepard, NS-3,,StatusActive,2016,1,Success
468,ISRO,India,PSLV-XL, IRNSS-1E,31.0,StatusActive,2016,1,Success
469,SpaceX,USA,Falcon 9 v1.1, Jason-3,56.5,StatusRetired,2016,1,Success
470,CASC,China,Long March 3B/E, Belintersat 1,29.15,StatusActive,2016,1,Success
471,SpaceX,USA,Falcon 9 Block 3, OG2 Mission 2,62.0,StatusRetired,2015,12,Success
472,Arianespace,France,Soyuz ST-B/Fregat-MT, Galileo FOC FM8-FM9,,StatusActive,2015,12,Success
473,ISRO,India,PSLV-CA, TeLEOS-1 & Rideshares,21.0,StatusActive,2015,12,Success
474,Roscosmos,Kazakhstan,Zenit-3 SLBF, Elektro-L n†­2,,StatusActive,2015,12,Success
475,ULA,USA,Atlas V 401, CRS OA-4,109.0,StatusActive,2015,12,Success
476,VKS RF,Russian Federation,Soyuz 2.1v/Volga, Cosmos 2511 and 2512,,StatusActive,2015,12,Partial Failure
477,Arianespace,France,Vega, LISA Pathfinder,37.0,StatusActive,2015,12,Success
478,MHI,Japan,H-IIA 204, Telstar 12 Vantage,,StatusActive,2015,11,Success
479,Blue Origin,USA,New Shepard, NS-2,,StatusActive,2015,11,Success
480,Arianespace,France,Ariane 5 ECA," Arabsat 6B, GSAT-15",200.0,StatusActive,2015,11,Success
481,Sandia,USA,Super Stripy," HiakaSat, STACEM & Others",15.0,StatusActive,2015,11,Failure
482,ULA,USA,Atlas V 401, GPS IIF-11,109.0,StatusActive,2015,10,Success
483,ULA,USA,Atlas V 401, NROL-55,109.0,StatusActive,2015,10,Success
484,ULA,USA,Atlas V 421, Morelos-3,123.0,StatusActive,2015,10,Success
485,Arianespace,France,Ariane 5 ECA," NBN Co 1A, ARSAT-2",200.0,StatusActive,2015,9,Success
486,ISRO,India,PSLV-XL, Astrosat & Rideshares,31.0,StatusActive,2015,9,Success
487,CASC,China,Long March 11, Pujian 1 & Others,5.3,StatusActive,2015,9,Success
488,VKS RF,Russian Federation,Rokot/Briz KM, Cosmos 2507 to 2509,41.8,StatusRetired,2015,9,Success
489,CASC,China,Long March 6, Demo Flight,,StatusActive,2015,9,Success
490,Arianespace,France,Soyuz ST-B/Fregat-MT, Galileo FOC FM05-FM06,,StatusActive,2015,9,Success
491,ULA,USA,Atlas V 551, MUOS-4,153.0,StatusActive,2015,9,Success
492,ISRO,India,GSLV Mk II, GSAT-6,47.0,StatusActive,2015,8,Success
493,Arianespace,France,Ariane 5 ECA," Eutelsat 8 West B, Intelsat 34",200.0,StatusActive,2015,8,Success
494,MHI,Japan,H-IIB, HTV-5,112.5,StatusRetired,2015,8,Success
495,ULA,USA,"Delta IV Medium+ (5,4)", WGS-7,,StatusRetired,2015,7,Success
496,Arianespace,France,Ariane 5 ECA," Star One C4, MSG-4",200.0,StatusActive,2015,7,Success
497,ULA,USA,Atlas V 401, GPS IIF-10,109.0,StatusActive,2015,7,Success
498,ISRO,India,PSLV-XL, UK-DMC3A/B/C & Rideshares,31.0,StatusActive,2015,7,Success
499,SpaceX,USA,Falcon 9 v1.1, CRS-7,56.5,StatusRetired,2015,6,Failure
500,Arianespace,France,Vega, Sentinel-2A,37.0,StatusActive,2015,6,Success
501,Arianespace,France,Ariane 5 ECA," DirecTV-15, Sky Mexico 1",200.0,StatusActive,2015,5,Success
502,ULA,USA,Atlas V 501, OTV-4,120.0,StatusActive,2015,5,Success
503,Blue Origin,USA,New Shepard, NS-1,,StatusActive,2015,4,Success
504,SpaceX,USA,Falcon 9 v1.1, Turkmen??lem52E/MonacoSat,56.5,StatusRetired,2015,4,Success
505,Arianespace,France,Ariane 5 ECA," Thor 7, SICRAL-2",200.0,StatusActive,2015,4,Success
506,SpaceX,USA,Falcon 9 v1.1, CRS-6,56.5,StatusRetired,2015,4,Success
507,VKS RF,Russian Federation,Rokot/Briz KM, Cosmos 2504 & Goniets-M 21 to 23,41.8,StatusRetired,2015,3,Success
508,ISRO,India,PSLV-XL, IRNSS-1D,31.0,StatusActive,2015,3,Success
509,Arianespace,France,Soyuz ST-B/Fregat-MT, Galileo FOC FM03-FM04,,StatusActive,2015,3,Success
510,MHI,Japan,H-IIA 202, IGS-Optical 5,90.0,StatusActive,2015,3,Success
511,Kosmotras,Russian Federation,Dnepr, KompSat-3A,29.0,StatusRetired,2015,3,Success
512,ULA,USA,"Delta IV Medium+ (4,2)", GPS IIF-9,164.0,StatusRetired,2015,3,Success
513,ULA,USA,Atlas V 421, MMS,123.0,StatusActive,2015,3,Success
514,SpaceX,USA,Falcon 9 v1.1, ABS-3A & EUTELSAT 115 West B,56.5,StatusRetired,2015,3,Success
515,ISA,Iran,Safir-1B+, Unknown Payload,,StatusActive,2015,2,Failure
516,SpaceX,USA,Falcon 9 v1.1, DSCOVR,56.5,StatusRetired,2015,2,Success
517,Arianespace,France,Vega, IXV,37.0,StatusActive,2015,2,Success
518,ISA,Iran,Safir-1B+, Fajr,,StatusActive,2015,2,Success
519,MHI,Japan,H-IIA 202, IGS-Radar 5,90.0,StatusActive,2015,2,Success
520,ULA,USA,Delta II 7320-10C, SMAP / ELaNa X,,StatusRetired,2015,1,Success
521,ULA,USA,Atlas V 551, MUOS-3,153.0,StatusActive,2015,1,Success
522,SpaceX,USA,Falcon 9 v1.1, CRS-5,56.5,StatusRetired,2015,1,Success
523,Khrunichev,Russian Federation,Angara A5/Briz-M, Demo Flight,,StatusActive,2014,12,Success
524,VKS RF,Kazakhstan,Strela, Kondor-E,,StatusRetired,2014,12,Success
525,Arianespace,France,Soyuz ST-B/Fregat-MT, O3b FM09-FM12,,StatusActive,2014,12,Success
526,ISRO,India,GSLV Mk III, Demo Flight (CARE),62.0,StatusActive,2014,12,Success
527,ULA,USA,Atlas V 541, NROL-35,145.0,StatusActive,2014,12,Success
528,Arianespace,France,Ariane 5 ECA," DirecTV-14, GSAT-16",200.0,StatusActive,2014,12,Success
529,ULA,USA,Delta IV Heavy, EFT-1,350.0,StatusActive,2014,12,Success
530,MHI,Japan,H-IIA 202, Hayabusa 2 & Others,90.0,StatusActive,2014,12,Success
531,CASIC,China,Kuaizhou 1, Kuaizhou 2,,StatusRetired,2014,11,Success
532,Kosmotras,Russian Federation,Dnepr, Sasuke & Others,29.0,StatusRetired,2014,11,Success
533,ULA,USA,Atlas V 401, GPS IIF-8,109.0,StatusActive,2014,10,Success
534,Northrop,USA,Antares 130, CRS Orb-3,80.0,StatusRetired,2014,10,Failure
535,Arianespace,France,Ariane 5 ECA," Intelsat 30, ARSAT-1",200.0,StatusActive,2014,10,Success
536,ISRO,India,PSLV-XL, IRNSS-1C,31.0,StatusActive,2014,10,Success
537,MHI,Japan,H-IIA 202, Himawari 8,90.0,StatusActive,2014,10,Success
538,SpaceX,USA,Falcon 9 v1.1, CRS-4,56.5,StatusRetired,2014,9,Success
539,ULA,USA,Atlas V 401, CLIO,109.0,StatusActive,2014,9,Success
540,Arianespace,France,Ariane 5 ECA," MEASAT 3b, Optus 10",200.0,StatusActive,2014,9,Success
541,SpaceX,USA,Falcon 9 v1.1, AsiaSat 6,56.5,StatusRetired,2014,9,Success
542,Arianespace,France,Soyuz ST-B/Fregat-MT, Galileo FOC FM01-FM02,,StatusActive,2014,8,Partial Failure
543,ULA,USA,Atlas V 401, WorldView 3,109.0,StatusActive,2014,8,Success
544,SpaceX,USA,Falcon 9 v1.1, AsiaSat 8,56.5,StatusRetired,2014,8,Success
545,ULA,USA,Atlas V 401, GPS IIF-7,109.0,StatusActive,2014,8,Success
546,Arianespace,France,Ariane 5 ES, Georges Lema??tre ATV,,StatusRetired,2014,7,Success
547,ULA,USA,"Delta IV Medium+ (4,2)", AFSPC-4,164.0,StatusRetired,2014,7,Success
548,SpaceX,USA,Falcon 9 v1.1, OG2 Mission 1,56.5,StatusRetired,2014,7,Success
549,Northrop,USA,Antares 120, CRS Orb-2,80.0,StatusRetired,2014,7,Success
550,Arianespace,France,Soyuz ST-B/Fregat-MT, O3b FM03/FM06-FM08,,StatusActive,2014,7,Success
551,VKS RF,Russian Federation,Angara 1.2, Demo Flight,,StatusActive,2014,7,Success
552,VKS RF,Russian Federation,Rokot/Briz KM, Goniets-M 18 to 20,41.8,StatusRetired,2014,7,Success
553,ULA,USA,Delta II 7320-10C, OCO-2,,StatusRetired,2014,7,Success
554,ISRO,India,PSLV-CA, SPOT-7 & Rideshares,21.0,StatusActive,2014,6,Success
555,Kosmotras,Russian Federation,Dnepr, Deimos 2,29.0,StatusRetired,2014,6,Success
